사고장소,사고 발생 횟수
서울특별시 영등포구 신길동 신풍로17길,1
서울특별시 영등포구 신길동 여의대방로,2
서울특별시 영등포구 신길동 여의대방로43길,1
서울특별시 영등포구 신길동 여의대방로43나길,1
서울특별시 영등포구 신길동 영등포로,4
서울특별시 영등포구 신길동 영등포로84길,1
서울특별시 영등포구 신길동 영등포로86길,2
서울특별시 영등포구 양평동1가 선유서로,1
서울특별시 영등포구 양평동1가 양산로,1
서울특별시 영등포구 양평동1가 영등포로,1
서울특별시 영등포구 양평동1가 영등포로12길,1
서울특별시 영등포구 양평동2가 선유서로,1
서울특별시 영등포구 양평동2가 영등포로,1
서울특별시 영등포구 양평동2가 영등포로3길,1
서울특별시 영등포구 양평동2가 오목로,1
서울특별시 영등포구 양평동3가 국회대로,1
서울특별시 영등포구 양평동3가 선유동2로,1
서울특별시 영등포구 양평동3가 선유로,4
서울특별시 영등포구 양평동4가 선유로,2
서울특별시 영등포구 양평동4가 양평로,2
서울특별시 영등포구 양평동4가 양평로17길,2
서울특별시 영등포구 양평동5가 양평로,1
서울특별시 영등포구 양평동5가 양평로28길,1
서울특별시 영등포구 양평동6가 노들로,2
서울특별시 영등포구 양화동 올림픽대로,1
서울특별시 영등포구 여의도동 63로,1
서울특별시 영등포구 여의도동 경인로,1
서울특별시 영등포구 여의도동 국제금융로,5
서울특별시 영등포구 여의도동 국제금융로6길,1
서울특별시 영등포구 여의도동 국회대로,2
서울특별시 영등포구 여의도동 국회대로62길,1
서울특별시 영등포구 여의도동 여의공원로,2
서울특별시 영등포구 여의도동 여의나루로,3
서울특별시 영등포구 여의도동 여의대로,1
서울특별시 영등포구 여의도동 여의대방로,9
서울특별시 영등포구 여의도동 여의동로,4
서울특별시 영등포구 여의도동 여의서로,3
서울특별시 영등포구 여의도동 올림픽대로,1
서울특별시 영등포구 여의도동 은행로,1
서울특별시 영등포구 여의도동 의사당대로,2
서울특별시 영등포구 영등포동 경인로,2
서울특별시 영등포구 영등포동 영신로8길,1
서울특별시 영등포구 영등포동 영신로9길,1
서울특별시 영등포구 영등포동1가 경인로,1
서울특별시 영등포구 영등포동1가 노들로,1
서울특별시 영등포구 영등포동1가 버드나루로,1
서울특별시 영등포구 영등포동1가 영등포로,3
서울특별시 영등포구 영등포동2가 버드나루로,2
서울특별시 영등포구 영등포동2가 영등포로,2
서울특별시 영등포구 영등포동3가 경인로,2
서울특별시 영등포구 영등포동3가 영등포로,6
서울특별시 영등포구 영등포동3가 영등포로50길,1
서울특별시 영등포구 영등포동3가 영중로,5
서울특별시 영등포구 영등포동4가 경인로,1
서울특별시 영등포구 영등포동4가 영등포로,1
서울특별시 영등포구 영등포동4가 영중로,1
서울특별시 영등포구 영등포동4가 영중로3길,1
서울특별시 영등포구 영등포동5가 양산로,1
서울특별시 영등포구 영등포동5가 영등포로,1
서울특별시 영등포구 영등포동6가 양산로,1
서울특별시 영등포구 영등포동6가 영등포로,1
서울특별시 영등포구 영등포동6가 영신로,1
서울특별시 영등포구 영등포동7가 국회대로,3
서울특별시 영등포구 영등포동7가 양산로,1
서울특별시 영등포구 영등포동8가 국회대로,1
서울특별시 영등포구 영등포동8가 영중로,1
서울특별시 영등포구 영등포동8가 영중로41길,1
서울특별시 용산구 갈월동 두텁바위로,1
서울특별시 용산구 갈월동 한강대로,4
서울특별시 용산구 남영동 두텁바위로,1
서울특별시 용산구 동빙고동 녹사평대로,1
서울특별시 용산구 동자동 한강대로,1
서울특별시 용산구 동자동 후암로57길,1
서울특별시 용산구 문배동 백범로90길,1
서울특별시 용산구 문배동 청파로,1
서울특별시 용산구 보광동 서빙고로,1
서울특별시 용산구 서빙고동 녹사평대로11길,1
서울특별시 용산구 서빙고동 서빙고로,3
서울특별시 용산구 용문동 새창로,1
서울특별시 용산구 용문동 효창원로,4
서울특별시 용산구 용산동2가 녹사평대로,1
서울특별시 용산구 용산동2가 녹사평대로58길,1
서울특별시 용산구 용산동2가 소월로,1
서울특별시 용산구 용산동2가 신흥로,2
서울특별시 용산구 용산동3가 이태원로,1
서울특별시 용산구 용산동4가 녹사평대로,1
서울특별시 용산구 용산동4가 이태원로,3
서울특별시 용산구 용산동5가 서빙고로,2
서울특별시 용산구 원효로1가 백범로,1
서울특별시 용산구 원효로1가 원효로,1
서울특별시 용산구 원효로1가 청파로,1
서울특별시 용산구 원효로2가 원효로,1
서울특별시 용산구 원효로4가 강변북로,2
서울특별시 용산구 원효로4가 원효로,1
서울특별시 용산구 원효로4가 청파로,1
서울특별시 용산구 이촌동 강변북로,1
서울특별시 용산구 이촌동 이촌로,3
서울특별시 용산구 이촌동 이촌로75길,1
서울특별시 용산구 이태원동 녹사평대로,2
서울특별시 용산구 이태원동 녹사평대로26길,3
서울특별시 용산구 이태원동 녹사평대로58길,1
서울특별시 용산구 이태원동 보광로,2
서울특별시 용산구 이태원동 소월로,1
서울특별시 용산구 이태원동 신흥로,1
서울특별시 용산구 이태원동 이태원로,6
서울특별시 용산구 이태원동 이태원로27길,1
서울특별시 용산구 청암동 강변북로,1
서울특별시 용산구 청파동2가 청파로,1
서울특별시 용산구 청파동2가 청파로47길,1
서울특별시 용산구 한강로1가 한강대로,1
서울특별시 용산구 한강로2가 새창로,1
서울특별시 용산구 한강로2가 한강대로,3
서울특별시 용산구 한강로2가 한강대로21길,1
서울특별시 용산구 한강로2가 한강대로23길,2
서울특별시 용산구 한강로3가 새창로,1
서울특별시 용산구 한강로3가 서빙고로17길,1
서울특별시 용산구 한강로3가 원효로48길,1
서울특별시 용산구 한강로3가 이촌로,3
서울특별시 용산구 한강로3가 청파로,1
서울특별시 용산구 한강로3가 한강대로,4
서울특별시 용산구 한강로3가 한강대로21길,1
서울특별시 용산구 한강로3가 한강대로21나길,1
서울특별시 용산구 한남동 강남대로,1
서울특별시 용산구 한남동 대사관로,5
서울특별시 용산구 한남동 독서당로,2
서울특별시 용산구 한남동 서빙고로,2
서울특별시 용산구 한남동 이태원로,4
서울특별시 용산구 한남동 한남대로,6
서울특별시 용산구 한남동 한남대로21길,1
서울특별시 용산구 효창동 백범로,3
서울특별시 용산구 효창동 효창원로,2
서울특별시 용산구 후암동 소월로,1
서울특별시 용산구 후암동 한강대로104길,2
서울특별시 은평구 갈현동 갈현로,5
서울특별시 은평구 갈현동 갈현로23길,1
서울특별시 은평구 갈현동 갈현로41길,1
서울특별시 은평구 갈현동 서오릉로,3
서울특별시 은평구 갈현동 연서로,1
서울특별시 은평구 갈현동 연서로19길,1
서울특별시 은평구 갈현동 연서로21길,3
서울특별시 은평구 갈현동 연서로29길,1
서울특별시 은평구 갈현동 통일로87길,1
서울특별시 은평구 구산동 갈현로,1
서울특별시 은평구 구산동 서오릉로,5
서울특별시 은평구 구산동 연서로9길,1
서울특별시 은평구 녹번동 녹번로,1
서울특별시 은평구 녹번동 서오릉로,2
서울특별시 은평구 녹번동 서오릉로2길,1
서울특별시 은평구 녹번동 은평로,1
서울특별시 은평구 녹번동 진흥로,3
서울특별시 은평구 녹번동 통일로,3
서울특별시 은평구 대조동 불광로,3
서울특별시 은평구 대조동 서오릉로,7
서울특별시 은평구 대조동 역말로,1
서울특별시 은평구 대조동 연서로,2
서울특별시 은평구 대조동 연서로26길,3
서울특별시 은평구 대조동 진흥로,4
서울특별시 은평구 대조동 통일로,3
서울특별시 은평구 대조동 통일로69길,1
서울특별시 은평구 대조동 통일로73길,1
서울특별시 은평구 불광동 불광로,4
서울특별시 은평구 불광동 연서로,5
서울특별시 은평구 불광동 연서로34길,1
서울특별시 은평구 불광동 연서로37길,1
서울특별시 은평구 불광동 진흥로,2
서울특별시 은평구 불광동 통일로,8
서울특별시 은평구 불광동 통일로72길,1
서울특별시 은평구 수색동 수색로,7
서울특별시 은평구 수색동 은평터널로,1
서울특별시 은평구 신사동 가좌로,2
서울특별시 은평구 신사동 갈현로,2
서울특별시 은평구 신사동 은평로,2
서울특별시 은평구 신사동 증산로15길,1
서울특별시 은평구 역촌동 갈현로,4
서울특별시 은평구 역촌동 서오릉로,2
서울특별시 은평구 역촌동 역말로,4
서울특별시 은평구 역촌동 연서로,3
서울특별시 은평구 역촌동 연서로14길,2
서울특별시 은평구 역촌동 연서로4길,2
서울특별시 은평구 역촌동 연서로9길,1
서울특별시 은평구 역촌동 은평로,1
서울특별시 은평구 역촌동 진흥로,4
서울특별시 은평구 역촌동 진흥로1길,2
서울특별시 은평구 역촌동 진흥로5길,2
서울특별시 은평구 응암동 가좌로,3
서울특별시 은평구 응암동 가좌로10길,1
서울특별시 은평구 응암동 가좌로7나길,2
서울특별시 은평구 응암동 백련산로,2
서울특별시 은평구 응암동 불광천길,1
서울특별시 은평구 응암동 서오릉로,1
서울특별시 은평구 응암동 은평로,3
서울특별시 은평구 응암동 응암로,6
서울특별시 은평구 응암동 응암로12길,4
서울특별시 은평구 응암동 응암로13길,1
서울특별시 은평구 응암동 통일로71길,1
서울특별시 은평구 증산동 증산로,2
서울특별시 은평구 증산동 증산로3길,1
서울특별시 은평구 진관동 북한산로,2
서울특별시 은평구 진관동 연서로,1
서울특별시 은평구 진관동 진관1로,2
서울특별시 은평구 진관동 진관2로,1
서울특별시 은평구 진관동 진관3로,2
서울특별시 은평구 진관동 진관4로,2
서울특별시 은평구 진관동 통일로,1
서울특별시 종로구 견지동 사직로,1
서울특별시 종로구 견지동 우정국로,1
서울특별시 종로구 공평동 삼봉로,1
서울특별시 종로구 공평동 우정국로,1
서울특별시 종로구 관훈동 율곡로,1
서울특별시 종로구 구기동 진흥로,1
서울특별시 종로구 구기동 진흥로22길,1
서울특별시 종로구 낙원동 삼일대로,2
서울특별시 종로구 낙원동 수표로,4
서울특별시 종로구 명륜1가 성균관로,1
서울특별시 종로구 명륜2가 성균관로,1
서울특별시 종로구 명륜2가 창경궁로,1
서울특별시 종로구 명륜2가 혜화로,1
서울특별시 종로구 묘동 돈화문로,1
서울특별시 종로구 무악동 통일로12길,1
서울특별시 종로구 부암동 자하문로,1
서울특별시 종로구 사직동 사직로9길,1
서울특별시 종로구 삼청동 삼청로,1
서울특별시 종로구 서린동 우정국로,1
서울특별시 종로구 세종로 사직로,3
서울특별시 종로구 세종로 삼봉로,1
서울특별시 종로구 세종로 새문안로5길,1
서울특별시 종로구 세종로 세종대로,1
서울특별시 종로구 세종로 세종대로23길,1
서울특별시 종로구 송월동 통일로8길,1
서울특별시 종로구 수송동 율곡로,1
서울특별시 종로구 수송동 종로1길,1
서울특별시 종로구 숭인동 난계로,1
서울특별시 종로구 숭인동 난계로27길,2
서울특별시 종로구 숭인동 보문로,2
서울특별시 종로구 숭인동 종로,7
서울특별시 종로구 숭인동 종로58길,1
서울특별시 종로구 숭인동 종로66가길,1
서울특별시 종로구 숭인동 천호대로,1
서울특별시 종로구 숭인동 청계천로,1
서울특별시 종로구 신교동 자하문로,1
서울특별시 종로구 신교동 필운대로,1
서울특별시 종로구 신문로1가 새문안로,1
서울특별시 종로구 신문로2가 경희궁길,1
서울특별시 종로구 신영동 세검정로,3
서울특별시 종로구 신영동 진흥로,1
서울특별시 종로구 안국동 율곡로,1
서울특별시 종로구 연건동 대학로,3
서울특별시 종로구 연건동 율곡로,1
서울특별시 종로구 연지동 율곡로,1
서울특별시 종로구 예지동 창경궁로,1
서울특별시 종로구 옥인동 옥인길,1
서울특별시 종로구 옥인동 자하문로17길,1
서울특별시 종로구 옥인동 필운대로,1
서울특별시 종로구 와룡동 돈화문로,1
서울특별시 종로구 와룡동 율곡로,1
서울특별시 종로구 와룡동 창경궁로,1
서울특별시 종로구 운니동 율곡로,2
서울특별시 종로구 원남동 율곡로,1
서울특별시 종로구 원남동 창경궁로,1
서울특별시 종로구 익선동 삼일대로30길,1
서울특별시 종로구 인의동 창경궁로,1
서울특별시 종로구 장사동 돈화문로,1
서울특별시 종로구 장사동 청계천로,2
서울특별시 종로구 재동 율곡로,2
서울특별시 종로구 적선동 자하문로,1
서울특별시 종로구 종로1가 새문안로,1
서울특별시 종로구 종로2가 삼일대로,2
서울특별시 종로구 종로2가 수표로,1
서울특별시 종로구 종로2가 종로,3
서울특별시 종로구 종로3가 종로,3
서울특별시 종로구 종로4가 동순라길,1
서울특별시 종로구 종로4가 종로,1
서울특별시 종로구 종로5가 대학로,1
서울특별시 종로구 종로5가 동호로,1
서울특별시 종로구 종로5가 종로,5
서울특별시 종로구 종로6가 율곡로,3
서울특별시 종로구 종로6가 종로,1
서울특별시 종로구 종로6가 청계천로,2
서울특별시 종로구 중학동 율곡로,1
서울특별시 종로구 창성동 자하문로10길,1
서울특별시 종로구 창신동 율곡로,1
서울특별시 종로구 창신동 종로,3
서울특별시 종로구 창신동 종로58길,1
서울특별시 종로구 창신동 지봉로,4
서울특별시 종로구 청진동 종로3길,3
서울특별시 종로구 충신동 김상옥로,1
서울특별시 종로구 통의동 자하문로10길,2
서울특별시 종로구 평동 새문안로,1
서울특별시 종로구 평동 송월길,1
서울특별시 종로구 평창동 평창30길,1
서울특별시 종로구 평창동 평창길,1
서울특별시 종로구 평창동 평창문화로,2
서울특별시 종로구 행촌동 사직로,1
서울특별시 종로구 혜화동 대학로,1
서울특별시 종로구 혜화동 창경궁로,4
서울특별시 종로구 혜화동 창경궁로35길,1
서울특별시 종로구 혜화동 혜화로,1
서울특별시 종로구 홍지동 세검정로,1
서울특별시 중구 광희동2가 퇴계로,1
서울특별시 중구 남대문로2가 소공로,1
서울특별시 중구 남대문로4가 남대문로,1
서울특별시 중구 남대문로5가 세종대로,3
서울특별시 중구 남대문로5가 소월로,2
서울특별시 중구 남산동3가 소파로,1
서울특별시 중구 남창동 소월로,1
서울특별시 중구 다동 남대문로,1
서울특별시 중구 무교동 무교로,1
서울특별시 중구 무교동 세종대로20길,1
서울특별시 중구 무학동 퇴계로76길,1
서울특별시 중구 묵정동 퇴계로,1
서울특별시 중구 봉래동1가 세종대로7길,1
서울특별시 중구 봉래동1가 칠패로,2
서울특별시 중구 봉래동2가 청파로,2
서울특별시 중구 봉래동2가 통일로,3
서울특별시 중구 봉래동2가 한강대로,1
서울특별시 중구 삼각동 남대문로,1
서울특별시 중구 서소문동 서소문로,1
서울특별시 중구 서소문동 서소문로11길,1
서울특별시 중구 서소문동 세종대로,1
서울특별시 중구 소공동 남대문로,1
서울특별시 중구 소공동 소공로,1
서울특별시 중구 수표동 청계천로,1
서울특별시 중구 순화동 세종대로7길,1
서울특별시 중구 신당동 난계로,1
서울특별시 중구 신당동 다산로,6
서울특별시 중구 신당동 동호로,2
서울특별시 중구 신당동 동호로10길,2
서울특별시 중구 신당동 동호로5길,1
서울특별시 중구 신당동 동호로7길,1
서울특별시 중구 신당동 마장로,1
서울특별시 중구 신당동 매봉길,1
서울특별시 중구 신당동 을지로45길,1
서울특별시 중구 신당동 청계천로,1
서울특별시 중구 신당동 청구로8길,1
서울특별시 중구 신당동 퇴계로,3
서울특별시 중구 신당동 퇴계로76길,1
서울특별시 중구 쌍림동 동호로,2
서울특별시 중구 쌍림동 장충단로7길,1
서울특별시 중구 쌍림동 퇴계로,1
서울특별시 중구 예관동 창경궁로,2
서울특별시 중구 예장동 삼일대로,1
서울특별시 중구 오장동 을지로,1
서울특별시 중구 을지로1가 남대문로,1
서울특별시 중구 을지로1가 무교로,1
서울특별시 중구 을지로1가 을지로,3
서울특별시 중구 을지로2가 삼일대로,1
서울특별시 중구 을지로2가 삼일대로10길,1
서울특별시 중구 을지로2가 을지로,1
서울특별시 중구 을지로3가 을지로,1
서울특별시 중구 을지로4가 을지로,2
서울특별시 중구 을지로4가 창경궁로,2
서울특별시 중구 을지로5가 동호로,3
서울특별시 중구 을지로5가 을지로,1
서울특별시 중구 을지로6가 을지로,1
서울특별시 중구 을지로6가 장충단로,4
서울특별시 중구 을지로7가 을지로45길,1
서울특별시 중구 장교동 삼일대로,1
서울특별시 중구 장충동1가 장충단로,1
서울특별시 중구 장충동2가 장충단로,1
서울특별시 중구 저동2가 마른내로,1
서울특별시 중구 주교동 청계천로,1
서울특별시 중구 중림동 서소문로8길,1
서울특별시 중구 중림동 중림로,1
서울특별시 중구 중림동 청파로,1
서울특별시 중구 충무로1가 소공로,1
서울특별시 중구 충무로1가 퇴계로,4
서울특별시 중구 충무로2가 퇴계로,1
서울특별시 중구 충무로4가 창경궁로1길,2
서울특별시 중구 충무로4가 충무로,1
서울특별시 중구 태평로1가 세종대로,1
서울특별시 중구 태평로2가 세종대로,1
서울특별시 중구 필동2가 퇴계로,1
서울특별시 중구 황학동 마장로,1
서울특별시 중구 황학동 마장로9길,1
서울특별시 중구 황학동 청계천로,1
서울특별시 중구 황학동 퇴계로,1
서울특별시 중구 회현동1가 남대문시장길,1
서울특별시 중구 회현동1가 소공로,2
서울특별시 중구 회현동1가 퇴계로,1
서울특별시 중구 흥인동 퇴계로,1
서울특별시 중구 흥인동 퇴계로75길,1
서울특별시 중랑구 망우동 망우로,8
서울특별시 중랑구 망우동 망우로71길,1
서울특별시 중랑구 망우동 봉우재로,2
서울특별시 중랑구 망우동 상봉로,1
서울특별시 중랑구 망우동 수도권제1순환고속도로,1
서울특별시 중랑구 망우동 신내로,1
서울특별시 중랑구 망우동 용마공원로,1
서울특별시 중랑구 망우동 용마산로,9
서울특별시 중랑구 망우동 용마산로115길,1
서울특별시 중랑구 망우동 용마산로116길,1
서울특별시 중랑구 망우동 용마산로117길,1
서울특별시 중랑구 망우동 용마산로118길,1
서울특별시 중랑구 면목동 겸재로,8
서울특별시 중랑구 면목동 겸재로50길,1
서울특별시 중랑구 면목동 답십리로,3
서울특별시 중랑구 면목동 동일로,6
서울특별시 중랑구 면목동 동일로109길,1
서울특별시 중랑구 면목동 면목로,5
서울특별시 중랑구 면목동 면목로37길,1
서울특별시 중랑구 면목동 면목로55길,2
서울특별시 중랑구 면목동 면목로56길,3
서울특별시 중랑구 면목동 면목천로,4
서울특별시 중랑구 면목동 봉우재로,6
서울특별시 중랑구 면목동 봉우재로6길,1
서울특별시 중랑구 면목동 사가정로,10
서울특별시 중랑구 면목동 사가정로42길,1
서울특별시 중랑구 면목동 사가정로46길,1
서울특별시 중랑구 면목동 상봉로,3
서울특별시 중랑구 면목동 용마산로,8
서울특별시 중랑구 면목동 용마산로45길,1
서울특별시 중랑구 면목동 용마산로94길,1
서울특별시 중랑구 면목동 중랑천로,4
서울특별시 중랑구 묵동 공릉로,1
서울특별시 중랑구 묵동 공릉로18길,1
서울특별시 중랑구 묵동 공릉로2길,1
서울특별시 중랑구 묵동 공릉로2라길,1
서울특별시 중랑구 묵동 동일로,3
서울특별시 중랑구 묵동 동일로151길,1
서울특별시 중랑구 묵동 동일로163길,2
서울특별시 중랑구 묵동 사가정로,1
서울특별시 중랑구 묵동 숙선옹주로,4
서울특별시 중랑구 묵동 신내로25가길,1
서울특별시 중랑구 묵동 신내로25길,2
서울특별시 중랑구 묵동 중랑역로,4
서울특별시 중랑구 묵동 중랑천로,1
서울특별시 중랑구 상봉동 동일로,1
서울특별시 중랑구 상봉동 망우로,11
서울특별시 중랑구 상봉동 망우로36길,1
서울특별시 중랑구 상봉동 망우로52길,1
서울특별시 중랑구 상봉동 면목로,2
서울특별시 중랑구 상봉동 봉우재로,1
서울특별시 중랑구 상봉동 봉화산로,1
서울특별시 중랑구 상봉동 봉화산로45길,1
서울특별시 중랑구 상봉동 상봉로,2
서울특별시 중랑구 상봉동 상봉중앙로,4
서울특별시 중랑구 상봉동 신내로7가길,1
서울특별시 중랑구 상봉동 중랑천로,2
서울특별시 중랑구 신내동 봉화산로,1
서울특별시 중랑구 신내동 봉화산로47길,1
서울특별시 중랑구 신내동 봉화산로56길,1
서울특별시 중랑구 신내동 신내로,7
서울특별시 중랑구 신내동 신내로16길,2
서울특별시 중랑구 신내동 신내로18길,2
서울특별시 중랑구 신내동 신내로1길,1
서울특별시 중랑구 신내동 신내로7길,1
서울특별시 중랑구 신내동 신내역로,2
서울특별시 중랑구 신내동 용마산로,2
서울특별시 중랑구 신내동 용마산로117길,1
서울특별시 중랑구 신내동 용마산로139가길,2
서울특별시 중랑구 중화동 동일로,5
서울특별시 중랑구 중화동 동일로129길,3
서울특별시 중랑구 중화동 동일로130길,1
서울특별시 중랑구 중화동 동일로139길,1
서울특별시 중랑구 중화동 망우로,8
서울특별시 중랑구 중화동 봉화산로,3
서울특별시 중랑구 중화동 봉화산로30길,1
서울특별시 중랑구 중화동 봉화산로3길,1
서울특별시 중랑구 중화동 중랑역로,9
서울특별시 중랑구 중화동 중랑천로,1
